8TSL_AOI21_iddarail	1.86765e-04	2.38970e-04	2.96392e-04	3.58530e-04	4.24871e-04	4.95404e-04	5.69749e-04	6.46879e-04	7.27529e-04	8.10105e-04	8.96732e-04	9.85783e-04	1.07651e-03	1.17101e-03
8TSL_AOI21_acceff	6.09063e-15	6.25541e-15	6.42333e-15	6.59780e-15	6.77128e-15	6.94703e-15	7.13140e-15	7.31030e-15	7.48883e-15	7.66838e-15	7.85309e-15	8.03519e-15	8.21163e-15	8.39744e-15
8TSL_AOI21_acreff	2.67235e+03	2.29810e+03	2.02174e+03	1.81091e+03	1.64589e+03	1.51251e+03	1.40292e+03	1.31295e+03	1.23613e+03	1.17184e+03	1.11438e+03	1.06443e+03	1.02115e+03	9.81423e+02
8TSL_AOI22	1.82492e+01	1.61014e+01	1.45348e+01	1.33591e+01	1.24540e+01	1.17451e+01	1.11697e+01	1.07044e+01	1.03242e+01	9.99436	9.73779	9.50738	9.32061	9.14800
8TSL_AOI22_iddq	1.54429e-07	1.64557e-07	1.75226e-07	1.86479e-07	1.98369e-07	2.10953e-07	2.24309e-07	2.38504e-07	2.53653e-07	2.69901e-07	2.87448e-07	3.06588e-07	3.27727e-07	3.51508e-07
8TSL_AOI22_iddarail	1.76745e-04	2.26189e-04	2.80537e-04	3.39232e-04	4.02122e-04	4.68543e-04	5.38789e-04	6.12038e-04	6.88457e-04	7.67837e-04	8.49138e-04	9.33706e-04	1.01978e-03	1.10931e-03
8TSL_AOI22_acceff	6.46334e-15	6.63235e-15	6.80527e-15	6.98047e-15	7.16207e-15	7.34474e-15	7.52952e-15	7.71430e-15	7.90396e-15	8.08418e-15	8.27489e-15	8.46049e-15	8.64703e-15	8.83049e-15
8TSL_AOI22_acreff	2.82350e+03	2.42770e+03	2.13582e+03	1.91378e+03	1.73888e+03	1.59912e+03	1.48345e+03	1.38761e+03	1.30621e+03	1.23629e+03	1.17679e+03	1.12374e+03	1.07790e+03	1.03596e+03
8TSL_OAI21	1.65061e+01	1.45803e+01	1.31776e+01	1.21277e+01	1.13174e+01	1.06867e+01	1.01794e+01	9.76887	9.43193	9.15568	8.92537	8.72673	8.55727	8.42206
8TSL_OAI21_iddq	1.52742e-07	1.62725e-07	1.73239e-07	1.84314e-07	1.96004e-07	2.08367e-07	2.21451e-07	2.35340e-07	2.50122e-07	2.65915e-07	2.82885e-07	3.01259e-07	3.21376e-07	3.43736e-07
8TSL_OAI21_iddarail	1.83340e-04	2.34828e-04	2.91432e-04	3.52723e-04	4.18302e-04	4.87513e-04	5.60715e-04	6.36972e-04	7.16292e-04	7.98282e-04	8.83105e-04	9.70273e-04	1.06126e-03	1.15266e-03
8TSL_OAI21_acceff	6.06353e-15	6.23471e-15	6.40900e-15	6.58865e-15	6.76996e-15	6.95308e-15	7.14085e-15	7.32654e-15	7.51245e-15	7.69912e-15	7.88759e-15	8.06961e-15	8.26143e-15	8.44712e-15
8TSL_OAI21_acreff	2.72219e+03	2.33857e+03	2.05611e+03	1.84069e+03	1.67171e+03	1.53698e+03	1.42551e+03	1.33336e+03	1.25551e+03	1.18918e+03	1.13157e+03	1.08143e+03	1.03581e+03	9.97034e+02
